,ts_code,symbol,name,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
1457,300065.SZ,300065,海兰信,北京,软件服务,北京海兰信数据科技股份有限公司,"Beijing Highlander Digital Technology Co.,Ltd.",创业板,SZSE,CNY,L,20100326,,N
1458,300066.SZ,300066,三川智慧,江西,电器仪表,三川智慧科技股份有限公司,"Sanchuan Wisdom Technology Co.,Ltd",创业板,SZSE,CNY,L,20100326,,N
1459,300067.SZ,300067,安诺其,上海,染料涂料,上海安诺其集团股份有限公司,"Shanghai Anoky Group Co., Ltd",创业板,SZSE,CNY,L,20100421,,N
1460,300068.SZ,300068,南都电源,浙江,电气设备,浙江南都电源动力股份有限公司,"Zhejiang Narada Power Source Co.,Ltd.",创业板,SZSE,CNY,L,20100421,,S
1461,300069.SZ,300069,金利华电,浙江,电气设备,浙江金利华电气股份有限公司,"Zhejiang Jinlihua Electric Co.,Ltd.",创业板,SZSE,CNY,L,20100421,,N
1462,300070.SZ,300070,碧水源,北京,环境保护,北京碧水源科技股份有限公司,"Beijing Originwater Technology Co.,Ltd.",创业板,SZSE,CNY,L,20100421,,S
1463,300071.SZ,300071,华谊嘉信,北京,广告包装,北京华谊嘉信整合营销顾问集团股份有限公司,Spearhead Integrated Marketing Communication Group,创业板,SZSE,CNY,L,20100421,,N
1464,300072.SZ,300072,三聚环保,北京,环境保护,北京三聚环保新材料股份有限公司,"Beijing Sanju Environmental Protection & New Materials Co.,Ltd.",创业板,SZSE,CNY,L,20100427,,S
1465,300073.SZ,300073,当升科技,北京,矿物制品,北京当升材料科技股份有限公司,"Beijing Easpring Material Technology Co., Ltd.",创业板,SZSE,CNY,L,20100427,,S
1466,300074.SZ,300074,华平股份,上海,通信设备,华平信息技术股份有限公司,"Avcon Information Technology Co., Ltd.",创业板,SZSE,CNY,L,20100427,,N
1467,300075.SZ,300075,数字政通,北京,软件服务,北京数字政通科技股份有限公司,"Beijing eGOVA Co.,Ltd.",创业板,SZSE,CNY,L,20100427,,N
1468,300076.SZ,300076,GQY视讯,浙江,电脑设备,宁波GQY视讯股份有限公司,"Ningbo GQY Video & Telecom Joint-Stock Co., Ltd.",创业板,SZSE,CNY,L,20100430,,N
1469,300077.SZ,300077,国民技术,深圳,半导体,国民技术股份有限公司,Nationz Technologies Inc.,创业板,SZSE,CNY,L,20100430,,N
1470,300078.SZ,300078,思创医惠,浙江,元器件,思创医惠科技股份有限公司,"Hangzhou Century Co.,Ltd.",创业板,SZSE,CNY,L,20100430,,S
1471,300079.SZ,300079,数码科技,北京,通信设备,北京数码视讯科技股份有限公司,"Sumavision Technologies Co., Ltd.",创业板,SZSE,CNY,L,20100430,,N
1472,300080.SZ,300080,易成新能,河南,半导体,河南易成新能源股份有限公司,"Henan Yicheng New Energy Co., Ltd.",创业板,SZSE,CNY,L,20100625,,N
1473,300081.SZ,300081,恒信东方,河北,文教休闲,恒信东方文化股份有限公司,"HENGXIN SHAMBALA CULTURE CO.,LTD.",创业板,SZSE,CNY,L,20100520,,N
1474,300082.SZ,300082,奥克股份,辽宁,化工原料,辽宁奥克化学股份有限公司,"Liaoning Oxiranchem,Inc",创业板,SZSE,CNY,L,20100520,,N
1475,300083.SZ,300083,劲胜智能,广东,元器件,广东劲胜智能集团股份有限公司,Guangdong JANUS Intelligent Group Corporation Limited,创业板,SZSE,CNY,L,20100520,,S
1476,300084.SZ,300084,海默科技,甘肃,石油开采,海默科技(集团)股份有限公司,Haimo Technologies Group Corp.,创业板,SZSE,CNY,L,20100520,,N
1477,300085.SZ,300085,银之杰,深圳,软件服务,深圳市银之杰科技股份有限公司,"Shenzhen Infogem Technologies Co., Ltd.",创业板,SZSE,CNY,L,20100526,,S
1478,300086.SZ,300086,康芝药业,海南,化学制药,康芝药业股份有限公司,"HONZ PHARMACEUTICAL CO., LTD.",创业板,SZSE,CNY,L,20100526,,N
1479,300087.SZ,300087,荃银高科,安徽,种植业,安徽荃银高科种业股份有限公司,"Winall Hi-Tech Seed Co.,Ltd.",创业板,SZSE,CNY,L,20100526,,N
1480,300088.SZ,300088,长信科技,安徽,元器件,芜湖长信科技股份有限公司,"Wuhu Token Sciences Co.,Ltd.",创业板,SZSE,CNY,L,20100526,,S
1481,300089.SZ,300089,文化长城,广东,陶瓷,广东文化长城集团股份有限公司,"The Great Wall of Culture Group Holding Co.,Ltd. Guangdong",创业板,SZSE,CNY,L,20100625,,N
1482,300090.SZ,300090,盛运环保,安徽,环境保护,安徽盛运环保(集团)股份有限公司,"Anhui Shengyun Environment-Protection Group Co., Ltd",创业板,SZSE,CNY,L,20100625,,N
1483,300091.SZ,300091,金通灵,江苏,机械基件,江苏金通灵流体机械科技股份有限公司,"Jiangsu Jin Tong Ling Fluid Machinery Technology Co., Ltd.",创业板,SZSE,CNY,L,20100625,,S
1484,300092.SZ,300092,科新机电,四川,专用机械,四川科新机电股份有限公司,"Sichuan Kexin Mechanical and Electrical Equipment Co.,Ltd.",创业板,SZSE,CNY,L,20100708,,N
1485,300093.SZ,300093,金刚玻璃,广东,玻璃,广东金刚玻璃科技股份有限公司,Guangdong Golden Glass Technologies Limited,创业板,SZSE,CNY,L,20100708,,N
1486,300094.SZ,300094,国联水产,广东,渔业,湛江国联水产开发股份有限公司,"Zhanjiang Guolian Aquatic Products Co.,Ltd.",创业板,SZSE,CNY,L,20100708,,N
1487,300095.SZ,300095,华伍股份,江西,机械基件,江西华伍制动器股份有限公司,"Jiangxi Huawu Brake Co., Ltd.",创业板,SZSE,CNY,L,20100728,,N
1488,300096.SZ,300096,易联众,福建,软件服务,易联众信息技术股份有限公司,"YLZ Information Technology Co., Ltd",创业板,SZSE,CNY,L,20100728,,N
1489,300097.SZ,300097,智云股份,辽宁,电器仪表,大连智云自动化装备股份有限公司,"Dalian Zhiyun Automation Co.,Ltd.",创业板,SZSE,CNY,L,20100728,,N
1490,300098.SZ,300098,高新兴,广东,通信设备,高新兴科技集团股份有限公司,"Gosuncn Technology Group Co., Ltd.",创业板,SZSE,CNY,L,20100728,,S
1491,300099.SZ,300099,精准信息,山东,电器仪表,尤洛卡精准信息工程股份有限公司,"Uroica Precision Information Engineering Co.,Ltd",创业板,SZSE,CNY,L,20100806,,N
1492,300100.SZ,300100,双林股份,浙江,汽车服务,宁波双林汽车部件股份有限公司,"Ningbo Shuanglin Auto Parts Co.,Ltd.",创业板,SZSE,CNY,L,20100806,,N
1493,300101.SZ,300101,振芯科技,四川,通信设备,成都振芯科技股份有限公司,"Chengdu CORPRO Technology Co.,Ltd.",创业板,SZSE,CNY,L,20100806,,S
1494,300102.SZ,300102,乾照光电,福建,半导体,厦门乾照光电股份有限公司,"Xiamen Changelight Co., Ltd.",创业板,SZSE,CNY,L,20100812,,N
1495,300103.SZ,300103,达刚路机,陕西,工程机械,西安达刚路面机械股份有限公司,"Xi'An Dagang Road Machinery Co.,Ltd.",创业板,SZSE,CNY,L,20100812,,N
1496,300104.SZ,300104,乐视网,北京,互联网,乐视网信息技术(北京)股份有限公司,"Leshi Internet Information & Technology Corp.,Bei Jing",创业板,SZSE,CNY,L,20100812,,N
1497,300105.SZ,300105,龙源技术,山东,电器仪表,烟台龙源电力技术股份有限公司,"Yantai Longyuan Power Technology Co., Ltd.",创业板,SZSE,CNY,L,20100820,,N
1498,300106.SZ,300106,西部牧业,新疆,农业综合,新疆西部牧业股份有限公司,"Xinjiang Western Animal Husbandry Co.,Ltd",创业板,SZSE,CNY,L,20100820,,N
1499,300107.SZ,300107,建新股份,河北,化工原料,河北建新化工股份有限公司,"Hebei Jianxin Chemical Co., Ltd.",创业板,SZSE,CNY,L,20100820,,S
1500,300108.SZ,300108,吉药控股,吉林,中成药,吉药控股集团股份有限公司,"Ji Yao Holding Group Co., Ltd.",创业板,SZSE,CNY,L,20100825,,N
1501,300109.SZ,300109,新开源,河南,化工原料,博爱新开源医疗科技集团股份有限公司,NKY medical holdings Ltd.,创业板,SZSE,CNY,L,20100825,,N
1502,300110.SZ,300110,华仁药业,山东,化学制药,华仁药业股份有限公司,"Huaren Pharmaceutical Co., Ltd.",创业板,SZSE,CNY,L,20100825,,N
1503,300111.SZ,300111,向日葵,浙江,半导体,浙江向日葵光能科技股份有限公司,Zhejiang Sunflower Light Energy Science & Technology Limited Liability Company,创业板,SZSE,CNY,L,20100827,,N
1504,300112.SZ,300112,万讯自控,深圳,电器仪表,深圳万讯自控股份有限公司,"Shenzhen Maxonic Automation Control Co.,Ltd",创业板,SZSE,CNY,L,20100827,,N
1505,300113.SZ,300113,顺网科技,浙江,互联网,杭州顺网科技股份有限公司,"Hangzhou Shunwang Technology Co.,Ltd",创业板,SZSE,CNY,L,20100827,,S
1506,300114.SZ,300114,中航电测,陕西,元器件,中航电测仪器股份有限公司,"Zhonghang Electronic Measuring Instruments Co.,Ltd",创业板,SZSE,CNY,L,20100827,,N
1507,300115.SZ,300115,长盈精密,深圳,元器件,深圳市长盈精密技术股份有限公司,Shenzhen Everwin Precision Technology Co.Ltd,创业板,SZSE,CNY,L,20100902,,S
1508,300116.SZ,300116,坚瑞沃能,陕西,电气设备,陕西坚瑞沃能股份有限公司,"Shaanxi J&R Optimum Energy Co.,Ltd",创业板,SZSE,CNY,L,20100902,,N
1509,300117.SZ,300117,嘉寓股份,北京,装修装饰,北京嘉寓门窗幕墙股份有限公司,"Beijing Jiayu Door,Window and Curtain Wall Joint-Stock Co.,Ltd.",创业板,SZSE,CNY,L,20100902,,N
1510,300118.SZ,300118,东方日升,浙江,半导体,东方日升新能源股份有限公司,"Risen Energy Co., Ltd.",创业板,SZSE,CNY,L,20100902,,S
1511,300119.SZ,300119,瑞普生物,天津,生物制药,天津瑞普生物技术股份有限公司,"Tianjin Ringpu Bio-Technology Co.,Ltd.",创业板,SZSE,CNY,L,20100917,,N
1512,300120.SZ,300120,经纬辉开,天津,电气设备,天津经纬辉开光电股份有限公司,"Tianjin Jingwei Huikai Optoelectronic Co.,Ltd.",创业板,SZSE,CNY,L,20100917,,N
1513,300121.SZ,300121,阳谷华泰,山东,化工原料,山东阳谷华泰化工股份有限公司,"Shandong Yanggu Huatai Chemical Co.,Ltd.",创业板,SZSE,CNY,L,20100917,,N
1514,300122.SZ,300122,智飞生物,重庆,生物制药,重庆智飞生物制品股份有限公司,"Chongqing Zhifei Biological Products Co.,Ltd.",创业板,SZSE,CNY,L,20100928,,S
1515,300123.SZ,300123,亚光科技,湖南,船舶,亚光科技集团股份有限公司,Ya Guang Technology Group Company Limited,创业板,SZSE,CNY,L,20100928,,N
1516,300124.SZ,300124,汇川技术,深圳,电器仪表,深圳市汇川技术股份有限公司,"Shenzhen Inovance Technology Co., Ltd",创业板,SZSE,CNY,L,20100928,,S
1517,300125.SZ,300125,易世达,辽宁,电气设备,大连易世达新能源发展股份有限公司,"Dalian East New Energy Development Co.,Ltd.",创业板,SZSE,CNY,L,20101013,,N
1518,300126.SZ,300126,锐奇股份,上海,轻工机械,锐奇控股股份有限公司,"Ken Holding Co.,Ltd.",创业板,SZSE,CNY,L,20101013,,N
1519,300127.SZ,300127,银河磁体,四川,元器件,成都银河磁体股份有限公司,"Chengdu Galaxy Magnets Co.,Ltd.",创业板,SZSE,CNY,L,20101013,,N
1520,300128.SZ,300128,锦富技术,江苏,元器件,苏州锦富技术股份有限公司,"Suzhou Jinfu Technology Co., Ltd.",创业板,SZSE,CNY,L,20101013,,N
1521,300129.SZ,300129,泰胜风能,上海,电气设备,上海泰胜风能装备股份有限公司,"Shanghai Taisheng Wind Power Equipment Co., Ltd.",创业板,SZSE,CNY,L,20101019,,N
1522,300130.SZ,300130,新国都,深圳,电脑设备,深圳市新国都股份有限公司,XGD INC.,创业板,SZSE,CNY,L,20101019,,N
1523,300131.SZ,300131,英唐智控,深圳,元器件,深圳市英唐智能控制股份有限公司,"Shenzhen Yitoa Intelligent Control Co., Ltd.",创业板,SZSE,CNY,L,20101019,,S
1524,300132.SZ,300132,青松股份,福建,化工原料,福建青松股份有限公司,"Fujian Green Pine Co., Ltd",创业板,SZSE,CNY,L,20101026,,N
1525,300133.SZ,300133,华策影视,浙江,影视音像,浙江华策影视股份有限公司,"Zhejiang Huace Film & Tv Co., Ltd.",创业板,SZSE,CNY,L,20101026,,S
1526,300134.SZ,300134,大富科技,深圳,通信设备,深圳市大富科技股份有限公司,"Shenzhen Tatfook Technology Co., Ltd",创业板,SZSE,CNY,L,20101026,,N
1527,300135.SZ,300135,宝利国际,江苏,化工原料,江苏宝利国际投资股份有限公司,"Jiangsu Baoli International Investment Co., Ltd.",创业板,SZSE,CNY,L,20101026,,N
1528,300136.SZ,300136,信维通信,深圳,通信设备,深圳市信维通信股份有限公司,"Shenzhen Sunway Communication Co., Ltd.",创业板,SZSE,CNY,L,20101105,,S
1529,300137.SZ,300137,先河环保,河北,环境保护,河北先河环保科技股份有限公司,"Hebei Sailhero Environmental Protection High-Tech Co.,Ltd.",创业板,SZSE,CNY,L,20101105,,N
1530,300138.SZ,300138,晨光生物,河北,食品,晨光生物科技集团股份有限公司,"Chenguang Biotech Group Co.,Ltd.",创业板,SZSE,CNY,L,20101105,,N
1531,300139.SZ,300139,晓程科技,北京,元器件,北京晓程科技股份有限公司,"Beijing XIAOCHENG Technology Stock Co., Ltd",创业板,SZSE,CNY,L,20101112,,N
1532,300140.SZ,300140,中环装备,陕西,电气设备,中节能环保装备股份有限公司,"Cecep Environmental Protection Equipment Co.,Ltd.",创业板,SZSE,CNY,L,20101112,,N
1533,300141.SZ,300141,和顺电气,江苏,电气设备,苏州工业园区和顺电气股份有限公司,"Suzhou Industrial Park Heshun Electric Co., Ltd.",创业板,SZSE,CNY,L,20101112,,N
1534,300142.SZ,300142,沃森生物,云南,生物制药,云南沃森生物技术股份有限公司,"Walvax Biotechnology Co.,Ltd.",创业板,SZSE,CNY,L,20101112,,S
1535,300143.SZ,300143,星普医科,广东,医疗保健,广东星普医学科技股份有限公司,"Starmap medicine & technology Co.,Ltd.",创业板,SZSE,CNY,L,20101209,,S
1536,300144.SZ,300144,宋城演艺,浙江,旅游景点,宋城演艺发展股份有限公司,"Songcheng Performance Development Co .,Ltd",创业板,SZSE,CNY,L,20101209,,S
1537,300145.SZ,300145,中金环境,浙江,专用机械,南方中金环境股份有限公司,"Nanfang Zhongjin Environment Co., Ltd.",创业板,SZSE,CNY,L,20101209,,S
1538,300146.SZ,300146,汤臣倍健,广东,食品,汤臣倍健股份有限公司,"By-Health Co.,Ltd",创业板,SZSE,CNY,L,20101215,,S
1539,300147.SZ,300147,香雪制药,广东,中成药,广州市香雪制药股份有限公司,"Xiangxue Pharmaceutical Co., Ltd.",创业板,SZSE,CNY,L,20101215,,N
1540,300148.SZ,300148,天舟文化,湖南,出版业,天舟文化股份有限公司,"TANGEL CULTURE CO., LTD.",创业板,SZSE,CNY,L,20101215,,N
1541,300149.SZ,300149,量子生物,广东,食品,量子高科(中国)生物股份有限公司,"Quantum Hi-Tech(China)Biological Co.,Ltd",创业板,SZSE,CNY,L,20101222,,S
1542,300150.SZ,300150,世纪瑞尔,北京,软件服务,北京世纪瑞尔技术股份有限公司,"Beijing Century Real Technology Co.,Ltd.",创业板,SZSE,CNY,L,20101222,,N
1543,300151.SZ,300151,昌红科技,深圳,机械基件,深圳市昌红科技股份有限公司,"Shenzhen Changhong Technology Co.,Ltd.",创业板,SZSE,CNY,L,20101222,,N
1544,300152.SZ,300152,科融环境,江苏,环境保护,徐州科融环境资源股份有限公司,"Xuzhou Kerong Environmental Resources Co.,Ltd.",创业板,SZSE,CNY,L,20101229,,N
1545,300153.SZ,300153,科泰电源,上海,电气设备,上海科泰电源股份有限公司,"Shanghai Cooltech Power Co.,Ltd.",创业板,SZSE,CNY,L,20101229,,N
1546,300154.SZ,300154,瑞凌股份,深圳,元器件,深圳市瑞凌实业股份有限公司,"Shenzhen Riland Industry Co.,Ltd",创业板,SZSE,CNY,L,20101229,,N
1547,300155.SZ,300155,安居宝,广东,元器件,广东安居宝数码科技股份有限公司,"Guangdong Anjubao Digital Technology Co.,Ltd.",创业板,SZSE,CNY,L,20110107,,N
1548,300156.SZ,300156,神雾环保,北京,环境保护,神雾环保技术股份有限公司,"Shenwu Environmental Technology Co.,Ltd",创业板,SZSE,CNY,L,20110107,,S
1549,300157.SZ,300157,恒泰艾普,北京,石油开采,恒泰艾普集团股份有限公司,"LandOcean Energy Services Co.,Ltd.",创业板,SZSE,CNY,L,20110107,,N
1550,300158.SZ,300158,振东制药,山西,中成药,山西振东制药股份有限公司,"Shanxi Zhendong Pharmaceutical Co.,Ltd",创业板,SZSE,CNY,L,20110107,,N
1551,300159.SZ,300159,新研股份,新疆,农用机械,新疆机械研究院股份有限公司,"Xinjiang Machinery Research Institute Co., Ltd",创业板,SZSE,CNY,L,20110107,,S
1552,300160.SZ,300160,秀强股份,江苏,玻璃,江苏秀强玻璃工艺股份有限公司,"Jiangsu Xiuqiang Glasswork Co., Ltd.",创业板,SZSE,CNY,L,20110113,,N
1553,300161.SZ,300161,华中数控,湖北,机床制造,武汉华中数控股份有限公司,"Wuhan Huazhong Numerical Control Co., Ltd.",创业板,SZSE,CNY,L,20110113,,N
1554,300162.SZ,300162,雷曼股份,深圳,元器件,深圳雷曼光电科技股份有限公司,"Ledman Optoelectronic Co.,Ltd.",创业板,SZSE,CNY,L,20110113,,N
1555,300163.SZ,300163,先锋新材,浙江,其他建材,宁波先锋新材料股份有限公司,"Ningbo Xianfeng New Material Co.,Ltd",创业板,SZSE,CNY,L,20110113,,N
1556,300164.SZ,300164,通源石油,陕西,石油开采,西安通源石油科技股份有限公司,"Tong Oil Tools Co., Ltd.",创业板,SZSE,CNY,L,20110113,,N
1557,300165.SZ,300165,天瑞仪器,江苏,电器仪表,江苏天瑞仪器股份有限公司,"Jiangsu Skyray Instrument Co.,Ltd.",创业板,SZSE,CNY,L,20110125,,N
1558,300166.SZ,300166,东方国信,北京,软件服务,北京东方国信科技股份有限公司,Business-intelligence of Oriental Nations Corporation Ltd.,创业板,SZSE,CNY,L,20110125,,S
1559,300167.SZ,300167,迪威迅,深圳,通信设备,深圳市迪威迅股份有限公司,"Shenzhen Dvision Co.,Ltd.",创业板,SZSE,CNY,L,20110125,,N
1560,300168.SZ,300168,万达信息,上海,软件服务,万达信息股份有限公司,"Wonders Information Co., Ltd.",创业板,SZSE,CNY,L,20110125,,S
1561,300169.SZ,300169,天晟新材,江苏,塑料,常州天晟新材料股份有限公司,"Changzhou Tiansheng New Materials Co., Ltd.",创业板,SZSE,CNY,L,20110125,,N
1562,300170.SZ,300170,汉得信息,上海,软件服务,上海汉得信息技术股份有限公司,"Hand Enterprise Solutions Co.,Ltd.",创业板,SZSE,CNY,L,20110201,,S
1563,300171.SZ,300171,东富龙,上海,医疗保健,上海东富龙科技股份有限公司,"Shanghai Tofflon Science and Technology Co., Ltd.",创业板,SZSE,CNY,L,20110201,,N
1564,300172.SZ,300172,中电环保,江苏,环境保护,中电环保股份有限公司,"Cec Environmental Protection Co.,Ltd.",创业板,SZSE,CNY,L,20110201,,N
1565,300173.SZ,300173,智慧松德,广东,轻工机械,松德智慧装备股份有限公司,"Sotech Smarter Equipment Co., Ltd.",创业板,SZSE,CNY,L,20110201,,N
1566,300174.SZ,300174,元力股份,福建,化工原料,福建元力活性炭股份有限公司,"Fujian Yuanli Active Carbon Co.,Ltd.",创业板,SZSE,CNY,L,20110201,,N
1567,300175.SZ,300175,朗源股份,山东,食品,朗源股份有限公司,"Lontrue Co., Ltd.",创业板,SZSE,CNY,L,20110215,,N
1568,300176.SZ,300176,派生科技,广东,汽车配件,广东派生智能科技股份有限公司,"GuangDong PaiSheng Intelligent Technology Co.,Ltd",创业板,SZSE,CNY,L,20110215,,N
1569,300177.SZ,300177,中海达,广东,通信设备,广州中海达卫星导航技术股份有限公司,"Guangzhou Hi-Target Navigation Tech Co.,Ltd.",创业板,SZSE,CNY,L,20110215,,N
1570,300178.SZ,300178,腾邦国际,深圳,旅游服务,腾邦国际商业服务集团股份有限公司,Tempus Global Business Service Group Holding Ltd.,创业板,SZSE,CNY,L,20110215,,S
1571,300179.SZ,300179,四方达,河南,矿物制品,河南四方达超硬材料股份有限公司,"Sf Diamond Co., Ltd.",创业板,SZSE,CNY,L,20110215,,N
1572,300180.SZ,300180,华峰超纤,上海,化纤,上海华峰超纤材料股份有限公司,"Huafon Microfibre(Shanghai)Co., Ltd.",创业板,SZSE,CNY,L,20110222,,S
1573,300181.SZ,300181,佐力药业,浙江,中成药,浙江佐力药业股份有限公司,"Zhejiang Jolly Pharmaceutical Co., Ltd.",创业板,SZSE,CNY,L,20110222,,N
1574,300182.SZ,300182,捷成股份,北京,软件服务,北京捷成世纪科技股份有限公司,"Beijing Jetsen Technology Co., Ltd",创业板,SZSE,CNY,L,20110222,,S
1575,300183.SZ,300183,东软载波,山东,软件服务,青岛东软载波科技股份有限公司,"Qingdao Eastsoft Communication Technology Co.,Ltd.",创业板,SZSE,CNY,L,20110222,,S
1576,300184.SZ,300184,力源信息,湖北,元器件,武汉力源信息技术股份有限公司,"Wuhan P&S Information Technology Co.,Ltd.",创业板,SZSE,CNY,L,20110222,,S
1577,300185.SZ,300185,通裕重工,山东,工程机械,通裕重工股份有限公司,"Tongyu Heavy Industry Co., Ltd.",创业板,SZSE,CNY,L,20110308,,S
1578,300187.SZ,300187,永清环保,湖南,环境保护,永清环保股份有限公司,"Yonker Environmental Protection Co.,Ltd",创业板,SZSE,CNY,L,20110308,,N
1579,300188.SZ,300188,美亚柏科,福建,软件服务,厦门市美亚柏科信息股份有限公司,"Xiamen Meiya Pico Information Co., Ltd.",创业板,SZSE,CNY,L,20110316,,S
1580,300189.SZ,300189,神农基因,海南,种植业,海南神农基因科技股份有限公司,"Hainan Shennong Gene Technology Co.,Ltd",创业板,SZSE,CNY,L,20110316,,N
1581,300190.SZ,300190,维尔利,江苏,环境保护,维尔利环保科技集团股份有限公司,"WELLE Environmental Group Co.,Ltd",创业板,SZSE,CNY,L,20110316,,N
1582,300191.SZ,300191,潜能恒信,北京,石油开采,潜能恒信能源技术股份有限公司,"Sino Geophysical Co., Ltd",创业板,SZSE,CNY,L,20110316,,S
1583,300192.SZ,300192,科斯伍德,江苏,染料涂料,苏州科斯伍德油墨股份有限公司,"Suzhou Kingswood Printing Ink Co., Ltd",创业板,SZSE,CNY,L,20110322,,N
1584,300193.SZ,300193,佳士科技,深圳,专用机械,深圳市佳士科技股份有限公司,"Shenzhen Jasic Technology Co.,Ltd.",创业板,SZSE,CNY,L,20110322,,N
1585,300194.SZ,300194,福安药业,重庆,化学制药,福安药业(集团)股份有限公司,"Fuan Pharmaceutical (Group) Co.,Ltd.",创业板,SZSE,CNY,L,20110322,,N
1586,300195.SZ,300195,长荣股份,天津,轻工机械,天津长荣科技集团股份有限公司,"Masterwork Group Co., Ltd.",创业板,SZSE,CNY,L,20110329,,N
1587,300196.SZ,300196,长海股份,江苏,玻璃,江苏长海复合材料股份有限公司,"Jiangsu Changhai Composite Materials Co., Ltd",创业板,SZSE,CNY,L,20110329,,N
1588,300197.SZ,300197,铁汉生态,深圳,环境保护,深圳市铁汉生态环境股份有限公司,"Shenzhen Techand Ecology & Environment Co.,Ltd.",创业板,SZSE,CNY,L,20110329,,S
1589,300198.SZ,300198,纳川股份,福建,塑料,福建纳川管材科技股份有限公司,"Fujian Superpipe Co., Ltd.",创业板,SZSE,CNY,L,20110407,,N
1590,300199.SZ,300199,翰宇药业,深圳,化学制药,深圳翰宇药业股份有限公司,"Hybio Pharmaceutical Co., Ltd.",创业板,SZSE,CNY,L,20110407,,S
1591,300200.SZ,300200,高盟新材,北京,化工原料,北京高盟新材料股份有限公司,"Beijing Comens New Materials Co., Ltd.",创业板,SZSE,CNY,L,20110407,,N
1592,300201.SZ,300201,海伦哲,江苏,专用机械,徐州海伦哲专用车辆股份有限公司,Xu Zhou Handler Special Vehicle Co.Ltd,创业板,SZSE,CNY,L,20110407,,N
1593,300202.SZ,300202,聚龙股份,辽宁,专用机械,聚龙股份有限公司,"Julong Co.,Ltd.",创业板,SZSE,CNY,L,20110415,,S
1594,300203.SZ,300203,聚光科技,浙江,环境保护,聚光科技(杭州)股份有限公司,"Focused Photonics(Hangzhou),Inc.",创业板,SZSE,CNY,L,20110415,,S
1595,300204.SZ,300204,舒泰神,北京,生物制药,舒泰神(北京)生物制药股份有限公司,"Staidson (Beijing) Biopharmaceuticals Co., Ltd.",创业板,SZSE,CNY,L,20110415,,N
1596,300205.SZ,300205,天喻信息,湖北,元器件,武汉天喻信息产业股份有限公司,"Wuhan Tianyu Information Industry Co., Ltd",创业板,SZSE,CNY,L,20110421,,N
1597,300206.SZ,300206,理邦仪器,深圳,医疗保健,深圳市理邦精密仪器股份有限公司,"Edan Instruments, Inc.",创业板,SZSE,CNY,L,20110421,,N
1598,300207.SZ,300207,欣旺达,深圳,元器件,欣旺达电子股份有限公司,"Sunwoda Electronic Co.,Ltd",创业板,SZSE,CNY,L,20110421,,S
1599,300208.SZ,300208,青岛中程,山东,电气设备,青岛中资中程集团股份有限公司,"Qingdao Zhongzi Zhongcheng Group Co.,Ltd.",创业板,SZSE,CNY,L,20110426,,N
1600,300209.SZ,300209,天泽信息,江苏,软件服务,天泽信息产业股份有限公司,Tiza Information Industry Corporation Inc.,创业板,SZSE,CNY,L,20110426,,N
1601,300210.SZ,300210,森远股份,辽宁,专用机械,鞍山森远路桥股份有限公司,"Anshan Senyuan Road & Bridge Co.,Ltd.",创业板,SZSE,CNY,L,20110426,,N
1602,300211.SZ,300211,亿通科技,江苏,通信设备,江苏亿通高科技股份有限公司,"Jiangsu Yitong High-Tech Co., Ltd.",创业板,SZSE,CNY,L,20110505,,N
1603,300212.SZ,300212,易华录,北京,软件服务,北京易华录信息技术股份有限公司,"BEIJING E-HUALU INFORMATION TECHNOLOGY CO.,LTD",创业板,SZSE,CNY,L,20110505,,S
1604,300213.SZ,300213,佳讯飞鸿,北京,通信设备,北京佳讯飞鸿电气股份有限公司,"Beijing Jiaxun Feihong Electrical Co.,Ltd.",创业板,SZSE,CNY,L,20110505,,N
1605,300214.SZ,300214,日科化学,山东,化工原料,山东日科化学股份有限公司,"Shandong Rike Chemical Co.,Ltd.",创业板,SZSE,CNY,L,20110511,,N
1606,300215.SZ,300215,电科院,江苏,电气设备,苏州电器科学研究院股份有限公司,"Suzhou Electrical Apparatus Science Academy Co., Ltd.",创业板,SZSE,CNY,L,20110511,,N
1607,300216.SZ,300216,千山药机,湖南,医疗保健,湖南千山制药机械股份有限公司,"Hunan ChinaSun Pharmaceutical Machinery Co.,Ltd.",创业板,SZSE,CNY,L,20110511,,N
1608,300217.SZ,300217,东方电热,江苏,电器仪表,镇江东方电热科技股份有限公司,"Zhenjiang Dongfang Electric Heating Technology Co., Ltd",创业板,SZSE,CNY,L,20110518,,N
1609,300218.SZ,300218,安利股份,安徽,塑料,安徽安利材料科技股份有限公司,"Anhui Anli Material Technology Co., Ltd.",创业板,SZSE,CNY,L,20110518,,N
1610,300219.SZ,300219,鸿利智汇,广东,元器件,鸿利智汇集团股份有限公司,"Hongli Zhihui Group Co.,Ltd.",创业板,SZSE,CNY,L,20110518,,S
1611,300220.SZ,300220,金运激光,湖北,元器件,武汉金运激光股份有限公司,"Wuhan Golden Laser Co., Ltd.",创业板,SZSE,CNY,L,20110525,,N
1612,300221.SZ,300221,银禧科技,广东,塑料,广东银禧科技股份有限公司,"Guangdong Silver Age Sci & Tech Co.,Ltd.",创业板,SZSE,CNY,L,20110525,,N
1613,300222.SZ,300222,科大智能,上海,电气设备,科大智能科技股份有限公司,"CSG Smart Science&Technology Co.,Ltd.",创业板,SZSE,CNY,L,20110525,,S
